,Employee_Id,Department_Id,Yearly_Salary
2574,1765,4,127876
2575,7092,3,498529
2576,3412,1,937255
2577,1350,1,488572
2578,8761,3,104739
2579,6150,7,390338
2580,9848,8,721571
2581,3220,7,146874
2582,3119,9,30479
2583,1290,5,799942
2584,9285,5,477057
2585,1092,1,776185
2586,1487,9,768785
2587,9306,7,107495
2588,1097,4,80516
2589,8614,3,798602
2590,4389,1,272706
2591,2800,9,342562
2592,4124,9,594487
2593,3890,5,929590
2594,1630,1,340000
2595,6859,7,633388
2596,6163,3,895395
2597,7314,6,590735
2598,463,9,772138
2599,8730,9,860419
2600,4820,9,421819
2601,807,8,83018
2602,6126,7,137920
2603,9289,7,884274
2604,3579,2,530915
2605,6111,5,248517
2606,9797,2,285720
2607,5826,7,577014
2608,5070,3,920011
2609,706,1,362179
2610,6439,5,89771
2611,2760,4,167113
2612,3958,9,491128
2613,7176,4,894003
2614,9780,7,513009
2615,9197,6,359277
2616,5349,2,839966
2617,3808,5,412133
2618,1676,3,525497
2619,6477,7,997573
2620,3447,5,697093
2621,8426,1,796481
2622,5847,8,869479
2623,4108,2,397597
2624,5931,7,108411
2625,1057,1,532194
2626,8505,4,106706
2627,2608,2,269159
2628,9823,7,678155
2629,5601,7,154322
2630,3238,3,50114
2631,5770,3,227185
2632,928,8,297541
2633,5719,4,694005
2634,2813,7,87895
2635,5275,3,712027
2636,7139,9,448145
2637,4070,8,979582
2638,2329,7,285704
2639,5065,6,900660
2640,4488,1,499873
2641,3238,4,280389
2642,319,8,189723
2643,7190,9,432609
2644,4552,6,378205
2645,8756,6,296877
2646,8379,4,220324
2647,5856,7,141880
2648,4364,6,855058
2649,2098,9,193680
2650,8962,8,106667
2651,9602,9,689148
2652,5072,5,129956
2653,98,8,863933
2654,118,7,833735
2655,3912,7,888638
2656,7194,6,994929
2657,9870,4,919294
2658,4623,7,687815
2659,1609,2,324388
2660,9749,7,168555
2661,2123,4,28144
2662,8980,1,920227
2663,3495,5,94945
2664,9909,6,387122
2665,7713,6,505738
2666,4147,8,768882
2667,8792,3,480662
2668,9318,1,764079
2669,9764,2,767801
2670,1092,3,474919
2671,7495,5,184188
2672,6856,1,561651
2673,4822,7,31838
2674,3988,9,83351
2675,8532,3,575701
2676,2517,4,117227
2677,8930,3,107255
2678,7050,7,642049
2679,397,2,599328
2680,9450,7,66768
2681,6487,4,210035
2682,1302,7,755020
2683,8757,7,563981
2684,9498,4,769443
2685,7204,7,925553
2686,5575,2,949684
2687,9624,5,174867
2688,7800,1,168493
2689,5667,5,594315
2690,756,2,292904
2691,4388,8,227992
2692,9973,3,455471
2693,3389,3,270445
2694,350,1,477617
2695,8802,3,808697
2696,9670,4,861937
2697,2484,1,825682
2698,9249,2,979531
2699,6005,7,228246
2700,1026,5,390116
2701,7896,1,258799
2702,8249,7,917431
2703,4224,3,542369
2704,3541,8,598523
2705,3934,4,87013
2706,3820,4,697406
2707,6712,2,619493
2708,2534,2,232937
2709,7267,4,50899
2710,562,9,806951
2711,6776,7,357302
2712,328,6,902617
2713,2934,4,489838
2714,5261,9,794317
2715,4775,1,384061
2716,1536,4,230253
2717,5667,6,102854
2718,8020,7,428153
2719,433,3,693163
2720,2635,2,122330
2721,9794,3,854891
2722,4554,5,254952
2723,7078,6,508652
2724,2111,2,768454
2725,1565,1,958126
2726,9425,3,116332
2727,5035,9,233433
2728,319,1,458249
2729,8653,9,595121
2730,4461,4,831337
2731,7736,6,103443
2732,714,7,501074
2733,7750,8,312942
2734,3382,9,469034
2735,5686,9,280760
2736,5142,6,240878
2737,6318,1,986111
2738,8720,6,241423
2739,6805,7,227799
2740,7950,5,646542
2741,5124,7,591369
2742,4679,5,137501
2743,3995,4,597539
2744,2540,4,521330
2745,1895,1,705420
2746,5031,4,62693
2747,8057,3,379540
2748,5215,8,48753
2749,601,7,134209
2750,9649,6,409848
2751,8084,8,819985
2752,1829,9,678329
2753,25,2,172411
2754,9456,4,905711
2755,5697,3,346595
2756,1772,7,369987
2757,6185,5,282215
2758,7232,8,846681
2759,4747,5,614306
2760,9882,7,519643
2761,746,6,462491
2762,8250,2,708452
2763,2526,1,556970
2764,7496,5,511024
2765,6883,9,909247
2766,4419,5,44661
2767,9840,8,141773
2768,9173,8,623013
2769,8267,7,78739
2770,5117,3,866124
2771,4822,7,177223
2772,3854,9,287490
2773,2437,3,938901
2774,6305,2,754759
2775,3652,7,66724
2776,5182,4,57660
2777,9452,5,494475
2778,234,6,754975
2779,558,6,73973
2780,7301,5,553909
2781,4338,8,227141
2782,3596,2,794535
2783,8868,2,360951
2784,3779,1,947826
2785,9369,7,333022
2786,7352,9,272177
2787,815,4,244046
2788,4182,3,612666
2789,2338,9,75498
2790,8529,1,504743
2791,9716,2,53173
2792,3143,5,156031
2793,5581,8,424298
2794,7272,7,312602
2795,4027,4,323258
2796,7106,9,523358
2797,1158,9,948135
2798,9761,3,523805
2799,7480,8,460795
2800,2849,6,439795
2801,3207,8,334123
2802,5497,6,454864
2803,6414,1,96879
2804,857,9,401038
2805,4545,1,955793
2806,5350,4,592081
2807,1853,7,853351
2808,9545,5,822449
2809,9777,3,703459
2810,6516,4,54811
2811,1023,9,821238
2812,8135,1,663261
2813,3197,4,541637
2814,1408,1,492805
2815,8817,1,88844
2816,428,3,692503
2817,6726,5,75004
2818,8314,6,321724
2819,7203,5,782787
2820,3893,2,420508
2821,9447,7,725357
2822,4438,6,330061
2823,2465,3,376909
2824,187,6,869265
2825,8995,6,112601
2826,2141,6,611541
2827,3835,6,429670
2828,4902,9,158783
2829,4249,8,993578
2830,1021,7,688196
2831,389,5,814726
2832,4594,3,614943
2833,7606,8,749599
2834,7488,4,531293
2835,3892,4,118744
2836,4855,3,792565
2837,3443,2,930334
2838,4984,5,810988
2839,5540,5,447876
2840,2860,8,87241
2841,3670,5,996327
2842,1645,5,873003
2843,8435,5,136791
2844,4979,8,722438
2845,8290,3,432693
2846,6936,3,938799
2847,6179,7,730609
2848,7177,6,145480
2849,4650,3,964884
2850,7017,4,675153
2851,1148,8,173658
2852,499,6,178745
2853,359,8,889261
2854,3742,2,348770
2855,1578,1,311485
2856,674,2,988339
2857,96,3,392609
2858,291,5,220807
2859,416,9,751042
2860,1248,9,633283
2861,5785,3,640380
2862,8707,8,301221
2863,9682,3,858668
2864,6024,9,916092
2865,6348,7,727423
2866,2849,4,303024
2867,9391,5,669301
2868,3044,7,71765
2869,6217,1,330487
2870,9781,7,663660
2871,5195,8,208259
2872,7479,2,935900
2873,1851,1,199402
2874,1930,1,793120
2875,1322,4,825981
2876,4349,5,734659
2877,432,5,196079
2878,4724,2,581121
2879,5560,7,694671
2880,5661,5,118686
2881,5045,3,839141
2882,873,2,740913
2883,6032,8,860722
2884,4070,9,40130
2885,2666,2,109033
2886,2291,5,768516
2887,9600,4,340579
2888,9043,1,942696
2889,3105,2,727348
2890,2686,2,399706
2891,5304,8,720017
2892,1088,8,71074
2893,857,6,976394
2894,3170,1,252388
2895,3431,3,20874
2896,4908,9,615125
2897,963,4,816310
2898,2012,9,323894
2899,9933,7,460052
2900,7731,2,72773
2901,5873,6,892609
2902,3160,2,816943
2903,5270,3,898082
2904,8810,3,466662
2905,987,7,987184
2906,6509,5,107569
2907,5795,3,719405
2908,8309,6,918758
2909,3567,7,751338
2910,6013,7,303953
2911,4939,3,881202
2912,9099,7,833527
2913,1541,3,250134
2914,4182,5,308843
2915,6942,3,652945
2916,3967,8,344765
2917,995,3,744826
2918,2376,2,122257
2919,8546,6,381045
2920,7920,1,372894
2921,7240,9,749592
2922,434,2,96801
2923,3973,6,613465
2924,7590,7,954604
2925,9409,7,453896
2926,3810,2,381902
2927,4812,4,997099
2928,153,3,986550
2929,8735,3,115376
2930,3186,7,944017
2931,136,5,227645
2932,4571,8,930773
2933,7533,3,614155
2934,440,4,659301
2935,1826,3,963714
2936,8297,9,373025
2937,5741,7,28538
2938,1087,4,269914
2939,4486,9,998880
2940,5649,8,926922
2941,7475,2,210686
2942,4266,3,821373
2943,8089,7,422558
2944,3486,7,533046
2945,5286,6,225826
2946,8274,6,798631
2947,1473,8,71914
2948,4340,4,887166
2949,8124,2,612069
2950,523,2,237858
2951,4849,8,624776
2952,2657,4,379421
2953,1550,7,497787
2954,3936,9,917492
2955,1505,7,860583
2956,3894,2,594572
2957,1049,4,721787
2958,1898,3,329622
2959,6362,8,752147
2960,4615,2,770677
2961,4013,1,59794
2962,6219,4,569901
2963,795,7,426944
2964,6838,5,501961
2965,9136,9,957687
2966,2952,3,827984
2967,956,1,956691
2968,510,7,170982
2969,4949,4,456255
2970,9870,8,240407
2971,1223,7,440341
2972,608,7,578128
2973,5573,7,534380
2974,6775,4,129002
2975,5338,3,562207
2976,2375,8,868231
2977,2092,1,974689
2978,4768,8,394419
2979,332,9,361676
2980,2234,7,840076
2981,2363,5,119027
2982,676,2,805101
2983,9885,3,280410
2984,71,3,177997
2985,797,6,464743
2986,7829,8,336746
2987,2898,9,773242
2988,5107,5,225863
2989,8742,9,547364
2990,2476,4,718512
2991,7514,5,894494
2992,457,4,214494
2993,8375,5,258621
2994,3527,8,438373
2995,7974,1,215707
2996,3867,6,807147
2997,3761,5,393444
2998,3261,3,249418
2999,4575,5,341348
3000,6769,3,940252
3001,6888,9,491185
3002,569,1,492403
3003,4775,7,637886
3004,1002,9,65704
3005,2949,2,12083
3006,1596,4,560222
3007,8566,3,327612
3008,723,2,446937
3009,2841,2,161469
3010,5688,4,356844
3011,1696,5,745781
3012,7358,6,293364
3013,4358,4,352945
3014,7987,2,364583
3015,7010,2,677783
3016,5756,7,182087
3017,4305,2,449094
3018,802,3,156183
3019,318,9,369983
3020,1464,1,459578
3021,5614,6,757068
3022,3796,4,97985
3023,1671,9,137740
3024,6188,2,825965
3025,1074,1,698374
3026,143,6,255175
3027,1346,8,643613
3028,9916,4,717638
3029,5499,9,411216
3030,9372,1,263535
3031,6596,4,271072
3032,7422,2,243150
3033,3547,1,758964
3034,3853,8,254034
3035,2275,6,215614
3036,8922,3,329105
3037,9688,3,315637
3038,794,6,443227
3039,6192,9,498394
3040,2404,7,189346
3041,2074,5,746968
3042,6204,9,295474
3043,2036,8,339471
3044,8715,5,624121
3045,9551,5,518538
3046,1847,1,764726
3047,116,2,857519
3048,8700,1,561296
3049,8585,8,825189
3050,7755,8,900658
3051,3731,4,404820
3052,4987,4,495557
3053,8402,2,257913
3054,3945,9,883356
3055,9163,2,892874
3056,6840,3,759653
3057,4741,9,822648
3058,6327,9,263680
3059,9375,5,585604
3060,6255,5,679729
3061,391,4,140575
3062,9038,6,478529
3063,7112,9,963981
3064,268,5,535577
3065,6281,5,430320
3066,9213,7,153745
3067,7649,1,179140
3068,3952,1,74626
3069,8620,3,863682
3070,8544,4,425983
3071,536,1,604482
3072,3206,2,114115
3073,4744,7,214373
3074,1454,6,453934
3075,4062,7,83020
3076,2903,1,978664
3077,6831,3,307050
3078,7514,1,556849
3079,7511,2,59033
3080,6758,7,476505
3081,1364,5,699251
3082,7480,9,592580
3083,9234,3,213158
3084,2550,9,657062
3085,205,7,296735
3086,771,9,890841
3087,5262,3,527450
3088,3076,2,364883
3089,9619,8,371606
3090,4800,8,587383
3091,7874,1,936146
3092,5436,2,466085
3093,1399,5,226340
3094,3148,6,103767
3095,2937,3,959543
3096,9330,4,625480
3097,5146,7,391796
3098,4510,7,534627
3099,9414,7,905118
3100,6274,3,842309
3101,7684,1,122327
3102,3034,8,852001
3103,6089,5,840275
3104,5880,4,10365
3105,4380,2,712140
3106,7182,8,813904
3107,5434,8,735094
3108,4218,9,495959
3109,8212,2,309554
3110,3873,5,70527
3111,8123,4,907919
3112,2839,7,357246
3113,845,3,69934
3114,2824,7,64269
3115,920,7,532931
3116,2731,4,452063
3117,8785,9,308794
3118,1289,1,564149
3119,5050,8,573054
3120,1624,9,439983
3121,3473,1,443269
3122,4301,8,60237
3123,8651,7,193585
3124,7263,4,95847
3125,7696,2,85777
3126,950,3,951862
3127,5754,1,264350
3128,8809,1,73215
3129,8949,2,674618
3130,881,7,780371
3131,6463,5,49607
3132,2420,5,698569
3133,6465,4,367525
3134,3967,5,326954
3135,8805,5,551288
3136,9445,4,873111
3137,4084,8,88472
3138,7116,7,646016
3139,4826,3,757270
3140,8035,9,44392
3141,7921,5,862370
3142,2229,1,763333
3143,612,4,72455
3144,8499,7,249813
3145,3711,2,850265
3146,7363,1,159372
3147,3166,7,759705
3148,3346,1,863580
3149,3077,6,313579
3150,8559,5,468106
3151,2881,6,198862
3152,3510,9,349246
3153,3383,5,998370
3154,2640,4,250243
3155,9971,8,766486
3156,4077,4,344299
3157,5902,6,913327
3158,4651,1,665271
3159,7959,3,960469
3160,7163,8,166466
3161,3801,7,691524
3162,1483,1,86136
3163,4563,4,626911
3164,8282,8,75811
3165,111,9,795472
3166,8982,2,112141
3167,2146,3,557594
3168,923,8,91287
3169,1773,8,486625
3170,2916,7,797394
3171,407,6,164559
3172,1311,8,311044
3173,4678,1,142426
3174,8909,2,425172
3175,9432,9,607598
3176,4885,5,492048
3177,337,8,456012
3178,1749,4,463195
3179,7026,5,104807
3180,918,9,923345
3181,4809,2,560319
3182,5536,9,377395
3183,1244,7,739572
3184,7663,8,974239
3185,3493,1,863779
3186,3813,2,65414
3187,7327,2,936761
3188,2761,2,330632
3189,4641,4,328110
3190,8324,1,754900
3191,4534,2,22476
3192,3275,9,41332
3193,2983,5,405768
3194,4209,8,136246
3195,23,5,792684
3196,3700,9,948624
3197,6862,9,865623
3198,1431,9,539429
3199,3339,7,229123
3200,8328,9,538544
3201,6914,4,883154
3202,9745,3,623483
3203,745,6,34194
3204,9309,6,575227
3205,7759,6,789612
3206,266,7,196871
3207,6721,9,655576
3208,7684,8,810667
3209,2807,6,430440
3210,4446,3,813913
3211,9891,5,645053
3212,814,1,661713
3213,1932,5,40854
3214,7983,6,851811
3215,2550,8,977160
3216,5574,4,182823
3217,2833,3,41775
3218,9352,8,569850
3219,8242,9,338498
3220,7124,2,562032
3221,6457,2,294866
3222,3514,8,47468
3223,9378,5,350309
3224,6813,9,834541
3225,4318,4,370010
3226,4723,4,210652
3227,6441,5,160468
3228,1592,4,517878
3229,2170,8,289020
3230,6101,9,150318
3231,4189,8,55505
3232,3925,1,628271
3233,2286,1,904903
3234,7866,1,709642
3235,6448,7,911445
3236,3400,3,464763
3237,9336,6,77672
3238,8873,6,125082
3239,5911,2,214472
3240,7452,3,580439
3241,2595,2,85809
3242,7806,8,189419
3243,2448,4,170158
3244,155,6,99228
3245,2993,4,566958
3246,9907,9,12578
3247,4660,2,519087
3248,4879,4,988996
3249,1022,6,494838
3250,1204,4,371940
3251,1185,1,10130
3252,87,3,999393
3253,7527,3,413770
3254,5104,4,98696
3255,8838,4,74758
3256,5014,9,974868
3257,590,3,992105
3258,1585,2,627291
3259,6145,3,894707
3260,8991,4,358793
3261,1018,3,745389
3262,3815,8,608098
3263,1233,4,113463
3264,5008,7,506547
3265,427,1,267792
3266,6191,3,170396
3267,2086,4,241940
3268,7099,5,423150
3269,6762,9,432005
3270,9193,4,541033
3271,8206,5,747122
3272,6960,2,627971
3273,5142,2,902424
3274,258,6,689889
3275,3195,7,816666
3276,6520,6,869083
3277,6756,9,460371
3278,7691,5,33837
3279,406,4,254511
3280,4592,2,199787
3281,7336,1,891247
3282,1615,4,487775
3283,7335,5,991089
3284,2146,5,995769
3285,9440,7,333799
3286,9080,3,70304
3287,9414,4,798112
3288,6673,3,319439
3289,9271,5,634486
3290,7756,1,221609
3291,3382,2,224320
3292,3585,1,284761
3293,7441,9,532868
3294,3197,9,507636
3295,7682,6,966965
3296,9169,2,455166
3297,4013,9,542167
3298,8514,9,268682
3299,5754,9,114318
3300,9197,7,718325
3301,4086,8,520836
3302,9764,6,738193
3303,512,3,972196
3304,4475,9,359861
3305,134,4,862136
3306,1736,4,628504
3307,106,6,92750
3308,3788,9,938051
3309,7679,4,503625
3310,4281,3,763560
3311,4020,3,180073
3312,2103,8,565112
3313,1224,8,300912
3314,7418,4,676604
3315,3257,9,280878
3316,9896,7,40112
3317,7849,6,641873
3318,4889,1,407703
3319,6922,8,605568
3320,3645,1,615151
3321,1060,5,448256
3322,5961,5,481344
3323,2199,2,97667
3324,2790,1,891485
3325,53,6,365480
3326,8380,1,317072
3327,8503,8,621666
3328,5678,9,742990
3329,4020,7,262104
3330,2558,6,626322
3331,7274,4,494040
3332,2088,8,787138
3333,963,7,432259
3334,8679,4,285287
3335,6409,3,152053
3336,172,9,583355
3337,2314,9,307650
3338,5923,4,326259
3339,8982,4,541132
3340,4959,1,614479
3341,2421,2,374432
3342,498,3,380116
3343,2007,2,556147
3344,1355,1,16485
3345,1310,5,649749
3346,6690,4,952102
3347,8522,6,89238
3348,6793,4,952700
3349,3261,3,588119
3350,6129,6,202217
3351,3396,9,870800
3352,1386,1,58708
3353,5260,8,899677
3354,965,9,386009
3355,9626,1,684331
3356,7230,5,878151
3357,3561,3,300100
3358,7834,5,49335
3359,1434,6,938072
3360,6849,7,473778
3361,4504,8,737455
3362,3215,1,965031
3363,5520,8,857800
3364,9064,4,994461
3365,9902,7,600485
3366,6852,5,278179
3367,6838,9,491705
3368,5674,8,300907
3369,6313,3,583952
3370,8178,9,716803
3371,5504,8,828640
3372,7396,4,582723
3373,4574,2,156319
3374,5915,9,941927
3375,5747,3,897483
3376,2446,1,601473
3377,4441,1,728362
3378,7646,8,347896
3379,427,5,10936
3380,1227,9,834270
3381,1101,9,201749
3382,4049,7,190951
3383,7979,6,770745
3384,4350,2,140938
3385,9210,3,182104
3386,9906,5,78845
3387,7783,5,832514
3388,2354,4,681956
3389,3887,9,413319
3390,7235,1,351870
3391,3303,5,105477
3392,3734,7,717324
3393,4095,1,337178
3394,6465,5,432409
3395,8400,3,267836
3396,4438,4,689961
3397,7104,1,384747
3398,3057,8,341002
3399,2019,5,516599
3400,8415,7,697318
3401,4847,6,809397
3402,6218,6,33261
3403,1677,7,678433
3404,2235,6,162915
3405,7767,3,471582
3406,3370,7,13699
3407,6829,3,911433
3408,7122,3,461198
3409,459,6,712092
3410,1897,2,759341
3411,8048,2,602464
3412,4656,8,922202
3413,9379,4,863755
3414,323,3,185010
3415,9081,3,611571
3416,2896,5,309978
3417,3442,7,549434
3418,8723,9,571915
3419,8093,6,860299
3420,9822,2,47055
3421,3103,6,113134
3422,5665,8,546494
3423,3093,9,49171
3424,5047,2,541037
3425,6053,1,882826
3426,7095,3,580895
3427,44,1,692909
3428,5646,5,989768
3429,6105,8,458566
3430,4124,1,766989
3431,7914,6,280889
3432,2824,8,878535
3433,8182,9,692699
3434,9257,3,315809
3435,5809,2,154364
3436,7971,4,275500
3437,878,1,235626
3438,4942,3,181328
3439,7332,7,706346
3440,6944,9,637257
3441,4944,6,840370
3442,7710,2,614442
3443,3747,6,390348
3444,348,4,984772
3445,9457,1,564002
3446,7536,6,809435
3447,36,7,153814
3448,7699,1,222563
3449,4486,1,520787
3450,2313,9,393362
3451,7054,1,845497
3452,7580,5,73246
3453,9471,4,367999
3454,8609,7,177872
3455,5678,1,607492
3456,8525,4,202936
3457,7880,7,686558
3458,3101,5,641763
3459,4532,2,798722
3460,694,5,947199
3461,9190,2,382302
3462,3562,2,194896
3463,1751,9,69400
3464,6109,5,590138
3465,695,1,655779
3466,623,6,33623
3467,2934,7,551624
3468,6051,8,167013
3469,8827,5,798012
3470,3112,3,633294
3471,5297,1,940369
3472,3480,6,363623
3473,1789,3,178694
3474,7007,2,225799
3475,8548,9,456013
3476,3971,5,49021
3477,5651,4,108489
3478,2589,1,466681
3479,3799,5,281892
3480,7950,5,592204
3481,8371,2,548178
3482,6814,7,763013
3483,389,5,410358
3484,5699,5,779926
3485,4148,8,244197
3486,1050,3,991912
3487,6964,1,149648
3488,3527,5,129289
3489,949,9,595228
3490,6338,1,68499
3491,8656,1,898667
3492,3158,8,503200
3493,3196,2,286806
3494,3947,7,224681
3495,6796,2,502149
3496,5358,9,677396
3497,9875,7,17403
3498,3932,2,74121
3499,1763,6,175550
3500,7272,8,408991
3501,9454,9,225492
3502,8391,8,370002
3503,2743,8,298639
3504,9529,8,860304
3505,1280,6,294766
3506,9944,9,646401
3507,2301,2,423765
3508,4613,4,235516
3509,7242,4,310115
3510,4068,9,549400
3511,9814,5,434022
3512,8007,1,469038
3513,8473,8,957575
3514,6295,8,259119
3515,1610,1,106321
3516,995,9,554285
3517,6821,7,415511
3518,7502,3,533373
3519,6370,8,637281
3520,4052,7,770955
3521,6354,3,20391
3522,4880,3,529578
3523,2629,1,734422
3524,8182,6,805932
3525,9711,1,807655
3526,7832,7,445387
3527,9924,7,995579
3528,9771,2,322668
3529,1348,7,402803
3530,7053,3,210145
3531,5893,1,552527
3532,5076,5,800893
3533,6916,8,701040
3534,3655,2,845908
3535,7975,1,56437
3536,2919,9,682952
3537,2018,1,210607
3538,3838,8,305634
3539,2914,9,879211
3540,3751,5,491967
3541,646,2,597908
3542,2492,8,192703
3543,5489,6,165267
3544,5290,2,511490
3545,2207,1,130965
3546,5760,3,850712
3547,9541,9,624893
3548,8583,3,148067
3549,7024,8,159033
3550,8671,4,25228
3551,1076,1,547959
3552,5544,2,947433
3553,8940,8,762285
3554,8561,8,804781
3555,9914,1,190892
3556,2868,7,272509
3557,4173,3,190878
3558,7411,3,995754
3559,8554,3,901620
3560,1878,7,451126
3561,4693,3,874191
3562,1006,2,272739
3563,7455,8,14985
3564,8260,1,785994
3565,1098,5,461402
3566,894,2,112545
3567,4061,1,665792
3568,9324,5,700919
3569,9505,1,589514
3570,4307,5,674149
3571,7,5,579403
3572,3548,2,488105
3573,620,6,831373
3574,5076,6,645324
3575,7629,7,939451
3576,9927,1,115826
3577,9075,3,429768
3578,4136,4,836506
3579,9278,7,369768
3580,282,9,48949
3581,1384,5,629447
3582,3284,5,733459
3583,4302,9,52289
3584,3486,8,653650
3585,3741,4,835190
3586,4857,5,86886
3587,8010,6,845371
3588,5025,9,145944
3589,2769,6,288710
3590,2339,3,239421
3591,656,5,228833
3592,1684,4,242838
3593,4341,1,773904
3594,4129,8,616439
3595,6093,5,223563
3596,9271,8,599143
3597,1064,2,669928
3598,2632,3,587928
3599,205,7,435998
3600,1144,7,819424
3601,4808,6,728484
3602,1826,3,507173
3603,192,5,984694
3604,9564,1,282667
3605,5145,2,648987
3606,2383,6,67061
3607,3247,9,612410
3608,3946,5,435942
3609,9246,4,973117
3610,9932,2,753602
3611,3472,6,587590
3612,4895,6,531601
3613,6707,1,52044
3614,9723,1,59151
3615,8804,6,402858
3616,2655,9,799250
3617,3064,7,296129
3618,2791,5,957107
3619,9462,9,520638
3620,2211,6,724583
3621,1709,6,373130
3622,3833,1,771189
3623,1009,8,129447
3624,7113,2,880327
3625,8709,6,169797
3626,5207,3,573842
3627,7926,9,918287
3628,5873,8,107953
3629,4992,5,176616
3630,981,7,25586
3631,7517,7,696439
3632,6708,9,454431
3633,3629,1,25563
3634,8520,5,680645
3635,4318,7,109054
3636,5470,9,337653
3637,4021,6,371768
3638,3368,5,79103
3639,9522,7,977555
3640,8089,4,854673
3641,8692,5,632756
3642,2527,1,812234
3643,7763,6,519758
3644,366,4,43193
3645,2974,7,471216
3646,5250,5,87488
3647,2082,7,619297
3648,9134,6,912599
3649,4747,5,529600
3650,1513,6,420167
3651,5516,4,56578
3652,1043,9,313286
3653,5480,3,97814
3654,4559,7,725073
3655,7243,8,285615
3656,8977,8,449124
3657,413,4,929713
3658,6194,6,256701
3659,6591,4,821894
3660,3762,3,726099
3661,7003,5,250399
3662,2940,4,539013
3663,8702,9,230021
3664,6714,2,947075
3665,8596,7,379198
3666,3565,8,840441
3667,884,5,874061
3668,1920,5,226823
3669,449,8,884454
3670,2731,1,803779
3671,70,6,694829
3672,514,7,397390
3673,3094,1,333631
3674,2051,3,606937
3675,6181,4,122118
3676,6130,6,308183
3677,4293,1,390120
3678,1814,2,586275
3679,204,3,957190
3680,7342,3,399672
3681,5725,7,326625
3682,1464,1,64402
3683,1702,2,854628
3684,8956,4,791151
3685,4727,2,484040
3686,3757,9,816378
3687,3883,1,145938
3688,5111,6,145704
3689,1626,5,559756
3690,9062,5,942453
3691,2893,5,779229
3692,1296,9,150430
3693,6506,1,61650
3694,5055,3,433611
3695,7725,4,830221
3696,5314,4,437592
3697,1618,4,903666
3698,7124,8,199243
3699,3081,4,406821
3700,6132,8,798880
3701,4325,5,501188
3702,3713,3,849462
3703,8318,6,34565
3704,9089,7,60127
3705,1555,9,316818
3706,5576,6,116269
3707,1966,7,498303
3708,8122,4,400814
3709,3814,1,49148
3710,5616,6,232098
3711,9209,8,563788
3712,8736,2,346544
3713,6317,6,997808
3714,2119,5,413236
3715,1009,7,777817
3716,8004,1,418196
3717,2376,3,443660
3718,7741,5,587636
3719,8155,8,522031
3720,2878,5,908928
3721,5888,2,757556
3722,3691,8,558056
3723,1462,9,525493
3724,8134,2,108755
3725,73,3,256506
3726,502,2,623987
3727,4604,8,398706
3728,7717,5,939329
3729,9475,8,289266
3730,863,2,135478
3731,4363,3,59910
3732,7809,3,225867
3733,6052,5,934045
3734,234,5,727042
3735,6193,2,369281
3736,1419,6,998630
3737,4061,7,202669
3738,9047,7,53244
3739,6676,6,261579
3740,9137,4,924655
3741,4358,9,946185
3742,9321,7,488650
3743,4866,5,693978
3744,8125,3,762240
3745,5509,4,207068
3746,8463,7,516336
3747,186,2,104373
3748,432,3,26786
3749,6344,1,11744
3750,4927,9,532532
3751,2824,4,473570
3752,4290,5,500979
3753,3636,1,131837
3754,5586,9,97241
3755,3241,6,605192
3756,1079,5,668827
3757,2940,4,897422
3758,2271,2,903077
3759,4804,2,444720
3760,1449,5,363209
3761,666,3,25168
3762,941,5,459203
3763,8086,9,717260
3764,8318,7,569632
3765,8870,9,974403
3766,6399,6,767543
3767,5028,4,754836
3768,2279,8,61977
3769,8771,1,922157
3770,6867,5,853215
3771,8220,3,986788
3772,7961,2,175543
3773,7966,7,746866
3774,7010,1,941716
3775,8768,2,996493
3776,2443,8,233482
3777,13,2,545668
3778,5611,8,622301
3779,813,8,550342
3780,9096,1,900908
3781,9884,4,784970
3782,8548,7,860944
3783,5907,5,167580
3784,5950,4,813983
3785,376,4,63167
3786,5791,1,533468
3787,6473,7,53095
3788,2453,3,481601
3789,8616,9,803952
3790,3709,3,652645
3791,2490,3,764387
3792,64,2,163512
3793,5733,6,778386
3794,8060,5,877312
3795,8992,9,127634
3796,9717,2,540722
3797,214,6,708005
3798,744,2,170234
3799,8592,2,754016
3800,8160,7,229893
3801,2276,2,309840
3802,4272,2,996277
3803,7946,5,442669
3804,7790,5,496014
3805,911,9,52383
3806,9936,7,461130
3807,9891,3,382641
3808,2129,1,473964
3809,9422,5,369693
3810,3431,4,237353
3811,6322,6,828808
3812,9735,2,332073
3813,8708,6,644809
3814,569,1,892429
3815,6639,6,756798
3816,7508,4,169797
3817,3915,3,973685
3818,5892,6,100154
3819,2260,4,132875
3820,8459,2,64330
3821,1286,3,833725
3822,880,8,971872
3823,4311,6,390668
3824,6142,9,483461
3825,3763,1,959469
3826,5389,9,309409
3827,2716,5,129026
3828,7434,8,685999
3829,8468,4,405991
3830,9700,2,500155
3831,387,3,254685
3832,2822,9,688980
3833,2259,7,797061
3834,1087,4,180484
3835,4092,4,804704
3836,9244,7,458004
3837,8269,8,665751
3838,9766,4,179269
3839,8234,1,428568
3840,328,1,550304
3841,1809,3,620407
3842,2508,6,328014
3843,6988,1,709544
3844,3323,6,728312
3845,5883,2,628387
3846,510,3,58373
3847,8080,4,162844
3848,3069,5,563793
3849,669,3,970523
3850,9566,3,273537
3851,2494,5,410199
3852,324,2,569403
3853,337,8,939080
3854,8848,3,809632
3855,4962,8,951589
3856,6075,4,485215
